"name","bggName","id"
"Kleiner Teddy","Kleiner Teddy","36731"
"Die drei ??? [Fragezeichen] - Das Geheimnis der Geisterinsel","UNKNOWN","-1"
"Das rasante Familienquiz","UNKNOWN","-1"
"Blumengarten","Blumengarten","85306"
"Conni macht das Seepferdchen","Conni macht das Seepferdchen","129100"
"Rondomino","Rondomino","28298"
"Didi Dotter","Didi Dotter","32465"
"Mariposa","Mariposa","31948"
"Charly im Zoo","Charly im Zoo","34380"
"Alles Tomate","Alles Tomate!","32405"
"Buchstabenzwerge","Buchstabenzwerge","34382"
"Pentago","Pentago","19841"
"Cuba","Cuba","30380"
"Paroxy","Paroxy","27689"
"Graffiti","Graffiti","34284"
"Wunderwelt Wissen","Wunderwelt Wissen: Das Spiel","34061"
"Take it!","Take It!","29018"
"Einfach genial","Einfach Genial","9674"
"Trivial Pursuit deluxe","Trivial Pursuit Deluxe","33624"
"Zocken!","Zocken!","22721"
"Cluedo - Live Party","Cluedo Live-Party: Haus Neubrunn Edition","37854"
"Der Boss","Der Boss","33865"
"Cluedo","Cluedo","1294"
"Deal or no deal","Deal or No Deal","23499"
"Can't Stop!","Can't Stop!","14102"
"Alchemist","Alchemist","27385"
"Wikinger","Wikinger","27173"
"Blindes Huhn","Blindes Huhn","858"
"Deutschland - Finden Sie Minden","Deutschland: Finden Sie Minden","28436"
"Portobello Market","Portobello Market","27356"
"Beppo der Bock","Beppo der Bock","27948"
"1, 2, 3 ... wie lerne ich die zahlen?","1, 2, 3 ... wie lerne ich die Zahlen?","33883"
"Allikroko","UNKNOWN","-1"
"Jetzt schlägt's 13 [Dreizehn]","UNKNOWN","-1"
"Der kleine Medicus","Der kleine Medicus","33189"
"Erstes Wissen - Tiere","Erstes Wissen Tiere","110001"
"Tastaro","Tastaro","68884"
"Welcher Dino ist das?","Welcher Dino ist das?","7688"
"Zooloretto","Zooloretto","27588"
"Rund um den Kalender","Rund um den Kalender","30732"
"Franz Frosch","Franz von Frosch","35123"
"Erstes Wissen - Unsere Welt","Erstes Wissen Unsere Welt","110002"
"Schlaubär lernt zählen","Schlaubär lernt zählen","39400"
"Quadris","Joe Quadri's Action Tennis","30963"
"Anno 1701 - Das Brettspiel","Anno 1701: Das Brettspiel","31897"
"1000 places to see before you die","1000 Places to See Before You Die","27181"
"Sortivity","Sortivity","34342"
"Ratz Fatz auf den Pferdehof","Ratz Fatz auf den Pferdehof","128498"
"Volle Wolle","Volle Wolle","28037"
"Abenteuer auf dem Zahlen-Fluss","Abenteuer auf dem Zahlen-Fluss","27416"
"Pippi Langstrumpf","Pippi Langstrumpf","113175"
"Pippi Langstrumpf und ihre Freunde","Pippi Langstrumpf und ihre Freunde","128955"
"Super Scrabble","Super Scrabble","11182"
"Monopoly - die MEGA-Edition","Monopoly: Die Mega Edition","24764"
"Das weiß doch jedes Kind","Das weiß doch jedes Kind!","31145"
"Ponte del Diavolo","Ponte del Diavolo","27172"
"Hast du Hunger, kleine Raupe?","UNKNOWN","-1"
"Schweine Roulette","UNKNOWN","-1"
"Häuptling Wackelnix","Häuptling Wackelnix","102649"
"Europareise","Europareise","27374"
"Würfel-Bingo","Würfel Bingo","29355"
"Die 70er","Pocket Quiz: Die 70er Jahre","109803"
"Big Brain Academy","Big Brain Academy","77643"
"Die 50er","UNKNOWN","-1"
"Agricola","Agricola","31260"
"Ubongo extrem","Ubongo Extrem Craxy Expansion","35055"
"Bezzerwizzer","Bezzerwizzer","32441"
"Die 60er","UNKNOWN","-1"
"Dog - den letzten beissen die Hunde","UNKNOWN","-1"
"Gift Trap","Gift TRAP","23686"
"Quatana","Quatana","35031"
"Camelot Jr.","UNKNOWN","-1"
"Nichtlustig","Nichtlustig","27837"
"Wazabi","Wazabi","48979"
"Sakkara","Sakkara","28102"
"Das@ verrückte Labyrinth","Das verrückte Labyrinth","1219"
"Sachsen","Anno Domini: Sachsen","16123"
"Hexentanz","Hexentanz","2087"
"E wie Elefant","E wie Elefant","13108"
"Giro Galoppo","Giro Galoppo","21985"
"Obstgarten","Obstgarten","214190"
"Gänsespiel","Gänsespiel","2785"
"Nino Conillo - Land unter im Hasenstall","UNKNOWN","-1"
"Oregon","Oregon","31497"
"Tabu","Tabu","7106"
"Benjamin Blümchen - Verkehrsdomino","UNKNOWN","-1"
"Extreme Activity","Extreme Activity","27541"
"Richtig oder falsch?","Richtig oder Falsch? Das Spiel","128391"
"Quizspiel der Zeitgeschichte","UNKNOWN","-1"
"Die Baumeister von Arkadia","Die Baumeister von Arkadia","25643"
"Winomino","Winomino","6931"
"Die Kinder unserer Welt","Die Kinder unserer Welt","110437"
"Die Säulen von Venedig","Die Säulen von Venedig","25114"
"Das Taschengeld-Spiel","Das Taschengeld Spiel","50611"
"Tier auf Tier","Tier auf Tier","17329"
"Blokus Trigon","Blokus Trigon","21550"
"Erstes Wissen - Indianer","Erstes Wissen Indianer","109998"
"Do you speak English?","Do you speak English?","110330"
"Benjamin Blümchen - Lern die Uhr!","UNKNOWN","-1"
"Colorama - Kennst du die Farben?","UNKNOWN","-1"
"Vertellekes - das neue","Vertellekes, das neue","120859"
"Fische fangen","Fische fangen","28607"
"Kleine Gewitterhexe","Kleine Gewitterhexe","26869"
"Little Amadeus: Mein erstes Orchester","Little Amadeus: Mein erstes Orchester","42831"
"Dschingis Khan","Dschingis Khan: Bewegung an der Großen Mauer","26089"
"Tabu XXL","Tabu XXL","25738"
"Primo Calculino","Primo Calculino","26103"
"Logi-Geister","Logi-Geister","6010"
"Quips","Quips","12996"
"Ave Caesar","Ave Caesar","494"
"Damals & Heute","Damals & Heute: Selecta Nobile","21408"
"Monopoly - SpongeBob Schwammkopf","UNKNOWN","-1"
"Skybridge","Skybridge","23329"
"Typisch Frau, typisch Mann","Typisch Frau, typisch Mann","25468"
"Party & Co","Party & Co","13972"
"RushHour deluxe edition","UNKNOWN","-1"
"Rolit Classic","UNKNOWN","-1"
"Rummy","Rummy","15878"
"You've been sentenced!","You've Been Sentenced!","20790"
"Genial daneben","Genial daneben: Das Spiel","16973"
"Sequence","Sequence","2375"
"Ritter Kunibert im Zahlenland","Ritter Kunibert im Zahlenland","30738"
"Komm mit!","Komm mit!","113661"
"Rondo Vario","Rondo Vario","26236"
"Haste Bock!?","Haste Bock?","18866"
"Puzzle Zoo","Zoo Puzzle","95248"
"Wer kennt die Uhr?","Wer kennt die Uhr?","25995"
"Die Säulen der Erde","Die Säulen der Erde","24480"
"Rechenkönig","Rechenkönig","37641"
"Blue Moon City","Blue Moon City","21882"
"Das große Kosmos Natur-Quiz","UNKNOWN","-1"
"Erstes Wissen - Saurier","Erstes Wissen Saurier","110000"
"Doppel-Wort","UNKNOWN","-1"
"Aquädukt","Aquädukt","21641"
"Rechen-Kapitän","Rechen-Kapitän","26117"
"Just 4 Fun","Just 4 Fun","17534"
"Los Mampfos","Los Mampfos","21854"
"Planeten und Raumfahrt","UNKNOWN","-1"
"Spuren im Wald","Spuren im Wald","43294"
"Thurn und Taxis","Thurn und Taxis","21790"
"Nottingham","Nottingham","21754"
"Drachenreiter","Drachenreiter","34690"
"Piratissimo","Piratissimo","20953"
"Chemnitz","Monopoly: Chemnitz","130420"
"Monopoly Chemnitz","Monopoly: Chemnitz","130420"
"Asterix & Obelix","Asterix & Obelix","22268"
"Benjamin Blümchen Verkehrslernspiel","UNKNOWN","-1"
"Wort für Wort","Wort für Wort","102598"
"Trivial Pursuit","Trivial Pursuit","2952"
"Das Arche-Noah Spiel","Das Arche-Noah Spiel","21945"
"Langenscheidt Englisch mit Ritter Rost","UNKNOWN","-1"
"Fjorde [Spiel]","UNKNOWN","-1"
"Verflixxt! [Spiel]","UNKNOWN","-1"
"Ubongo [Spiel]","UNKNOWN","-1"
"Heck Meck am Bratwurmeck [Spiel]","UNKNOWN","-1"
"Labyrinth - Die Schatzjagd [Spiel]","UNKNOWN","-1"
"Buddel Company [Spiel]","UNKNOWN","-1"
"Sag's mit Symbolen [Spiel]","UNKNOWN","-1"
"Hattu Möhrchen [Spiel]","UNKNOWN","-1"
"Schildi Schildkröte [Spiel]","UNKNOWN","-1"
"Mondreise [Spiel]","UNKNOWN","-1"
"Cameleon [Spiel]","UNKNOWN","-1"
"Genial daneben","Genial daneben: Das Spiel","16973"
"Frauen & Männer [Spiel]","UNKNOWN","-1"
"Confusion","Confusion","1308"
"Phase 10 [Spiel]","UNKNOWN","-1"
"Original Rummikub Wort","UNKNOWN","-1"
"Equilibrio","Equilibrion","94389"
"Antike","Antike","19600"
"Anti-Monopoly","Anti-Monopoly","1931"
"Was? Wann? Wo?","UNKNOWN","-1"
"Schatten über Camelot","Schatten über Camelot","15062"
"Denksport","Denksportkarten Fussball","122451"
"Camillo","Bohn Camillo","103186"
"Das Original-Malefiz-Spiel","Das Original Malefiz Spiel","2322"
"PlanQuadrat","PlanQuadrat","25722"
"Hazienda","Hazienda","19100"
"Phase 10","Phase 10","1258"
"Zauberlehrling","Zauberlehrling","17040"
"Roulette","Roulette","15549"
"Halli Galli","Halli Galli","2944"
"Cluedo - DVD Brettspiel","Cluedo DVD Brettspiel","23263"
"Activity - Club-Edition","Activity Club-Edition","56406"
"Schau genau!","Der Maulwurf schaut genau","218241"
"Roulette Deluxe Set","UNKNOWN","-1"
"Denk-Krimi","Think: Denk-Krimi","11160"
"Globetrotter","Globetrotter","14279"
"Logik Trainer","Think: Logik Trainer","21002"
"Gesucht + Gefunden","Gesucht! Gefunden!","7688"
"Die Chroniken von Narnia - Der König von Narnia","Die Chroniken Von Narnia: Der König Von Narnia","77485"
"Sudoku","Sudoku","20801"
"Lesehexe","Lesehexe","68147"
"Schnelldenker","Schnelldenker","7827"
"Schatz in Sicht","Schatz in Sicht!","23657"
"Die Nacht der Magier","Die Nacht der Magier","19996"
"Fantastico","Fantastico 4","47019"
"Take it easy!","Take it Easy!","128"
"Saggsen Gadan","Saggsen-Gadan: De säggs'schn Siedler / Catan-OFFENSIVE in Chemnitz","22598"
"Manila","Manila","15817"
"Screen Test","The Screen Test Game","15597"
"Auf heißer Spur [Spiel]","UNKNOWN","-1"
"Käpt'n Kuck","Käpt'n Kuck","34379"
"Das kleine Gespenst","Das Kleine Gespenst","16369"
"Djenné, Mali","UNKNOWN","-1"
"Sankt Petersburg","Sankt Petersburg","9217"
"Nimm uns mit, Jim Knopf! [Spiel]","UNKNOWN","-1"
"Hennen rennen [Spiel]","UNKNOWN","-1"
"Zug um Zug [Spiel]","UNKNOWN","-1"
"Dicke Luft in der Gruft","Dicke Luft in der Gruft","10814"
"Indus [Spiel]","UNKNOWN","-1"
"Einfach genial","Einfach Genial","9674"
"Sankt Petersburg [Spiel]","UNKNOWN","-1"
"Klecks","Klecks: Kennst Du die Farben?","11196"
"Stadtgespräch [Spiel]","UNKNOWN","-1"
"Oase [Spiel]","UNKNOWN","-1"
"Tyrus [Spiel]","UNKNOWN","-1"
"Können Schweine fliegen? [Spiel]","Können Schweine fliegen? Mitbring-Spiel","105280"
"Schwein gehabt? [Spiel]","UNKNOWN","-1"
"Langenscheidt Zauber-Memo Englisch [Spiel]","UNKNOWN","-1"
"Niagara","Niagara","13308"
"Byzantium","Byzantium","10236"
"Make'n' Break","UNKNOWN","-1"
"Sachsen","Anno Domini: Sachsen","16123"
"Das Vielspiel","UNKNOWN","-1"
"Scotland Yard","Scotland Yard","438"
"Sequence Dice","Sequence Dice","5966"
"Balance","Balance","8254"
"Saboteur","Saboteur","9220"
"Therapy [Spiel]","UNKNOWN","-1"
"Piccobello","Piccobello","24656"
"Fußball Taktik 2006","Fußball Taktik 2006","19464"
"Da Vinci - Code [Spiel]","UNKNOWN","-1"
"Rat mal, Robby! [Spiel]","UNKNOWN","-1"
"Langenscheidt Zauberquartett Englisch","UNKNOWN","-1"
"Mein Bibel-Zoo","UNKNOWN","-1"
"Das Zauberschloss [Spiel]","UNKNOWN","-1"
"Die Dracheninsel [Spiel]","UNKNOWN","-1"
"Auf Zack!","Auf Zack","416"
"Schicki Micki [Spiel]","UNKNOWN","-1"
"Chaos in der Geisterbahn [Spiel]","UNKNOWN","-1"
"Der Palast von Alhambra [Spiel]","UNKNOWN","-1"
"Bonobo Beach [Spiel]","UNKNOWN","-1"
"Mixx [Spiel]","UNKNOWN","-1"
"Maka Bana [Spiel]","UNKNOWN","-1"
"Nobody is perfect [Spiel]","UNKNOWN","-1"
"Kurier des Zaren [Spiel]","UNKNOWN","-1"
"Europa Tour [Spiel]","UNKNOWN","-1"
"Die Kinder von Catan [Spiel]","UNKNOWN","-1"
"Cäpt'n Clever [Spiel]","UNKNOWN","-1"
"Glücks-Käfer-Baum [Spiel]","UNKNOWN","-1"
"Geistertreppe [Spiel]","UNKNOWN","-1"
"Das DDR Quiz","Das DDR Quiz","124454"
"Anno 1503","Anno 1503","8166"
"Teddys auf Tournee","Teddys Auf Tournee","26255"
"Elefantenparade","Elefantenparade","362"
"Scrabble original Spiel","UNKNOWN","-1"
"Schatzjagd [Spiel]","UNKNOWN","-1"
"Max Mäuseschreck","Max MäuseSchreck","11778"
"Das große Garten-Quizspiel","UNKNOWN","-1"
"Carcassonne - Die Burg","Carcassonne: Die 3. Erweiterung – Burgfräulein und Drache","15158"
"Uno","UNO","2223"
"Warum sollen wir gerade Sie einstellen?","UNKNOWN","-1"
"Cranium [Spiel]","UNKNOWN","-1"
"Knowing me, knowing you [Spiel]","UNKNOWN","-1"
"Tabu XXL","Tabu XXL","25738"
"Clans","Clans","4636"
"Der Herr der Ringe - Die zwei Türme [Spiel]","Der Herr der Ringe: Die zwei Türme – Ü-Ei Spiel","42087"
"Affen raffen [Spiel]","UNKNOWN","-1"
"Trick Track Troll [Spiel]","UNKNOWN","-1"
"Pueblo [Spiel]","UNKNOWN","-1"
"Emerald [Spiel]","UNKNOWN","-1"
"Personality [Spiel]","UNKNOWN","-1"
"Kuhhandel [Spiel]","UNKNOWN","-1"
"Lotti Karotti [Spiel]","UNKNOWN","-1"
"Eden [Spiel]","UNKNOWN","-1"
"Alex Randolphs Rüsselbande [Spiel]","UNKNOWN","-1"
"Hexenrennen [Spiel]","UNKNOWN","-1"
"Der Herr der Ringe - ¬Die Suche","Der Herr der Ringe: Die Suche","1426"
"Harry Potter [Spiel]","Harry Potter: Abenteuer in Hogwarts – Elektronisches 3D-Spiel","12823"
"Gnadenlos [Spiel]","UNKNOWN","-1"
"1,2,3 - Mäusezählerei [Spiel]","UNKNOWN","-1"
"Big Shot [Spiel]","UNKNOWN","-1"
"Klondike [Spiel]","UNKNOWN","-1"
"Mega Meal [Spiel]","UNKNOWN","-1"
"Erzähl doch was! [Spiel]","UNKNOWN","-1"
"Nimbali [Spiel]","UNKNOWN","-1"
"Gespensterjagd [Spiel]","UNKNOWN","-1"
"Chip-Chip Hurra [Spiel]","UNKNOWN","-1"
"Die guten und die bösen Geister","Die guten und die bösen Geister","2290"
"Medina [Spiel]","UNKNOWN","-1"
"Tiere und ihre Kinder","Tiere und ihre Kinder","22112"
"Isis & Osiris","Isis & Osiris","1245"
"Villa Paletti [Spiel]","UNKNOWN","-1"
"Line up! [Spiel]","UNKNOWN","-1"
"Freche Frösche [Spiel]","UNKNOWN","-1"
"Dschunke [Spiel]","UNKNOWN","-1"
"Spielemagazin","Das goldene Spielemagazin","96628"
"Safari [Spiel]","UNKNOWN","-1"
"Der Herr der Ringe [Spiel]","Der Herr der Ringe: Die Gefährten – Deckbau-Spiel","127127"
"Wer wird Millionär [Spiel]","UNKNOWN","-1"
"Blackrock Castle [Spiel]","UNKNOWN","-1"
"Carcassonne [Spiel]","Carcassonne: Bonusplättchen Spiel 2014","167744"
"Ratz-Fatz","Ratz-Fatz","25043"
"Monza","Monza","4209"
"Babel [Spiel]","UNKNOWN","-1"
"Tiere füttern","Tiere füttern","15147"
"Auf die Plätze ... [Spiel]","UNKNOWN","-1"
"Auf die Plätze ... unser Chemnitz-Spiel [Spiel]","UNKNOWN","-1"
"Tikal","Tikal","54"
"Mein erstes Memory","Mein erstes Memory","7688"
"Durch die Wüste [Spiel]","UNKNOWN","-1"
"Benjamin Blümchen - Die Eimerparade [Spiel]","UNKNOWN","-1"
"Input [Spiel]","UNKNOWN","-1"
"Outburst![Spiel]","UNKNOWN","-1"
"Jeder gegen jeden [Spiel]","UNKNOWN","-1"
"Die Ritter von der Haselnuß [Spiel]","UNKNOWN","-1"
"Activity Junior [Spiel]","UNKNOWN","-1"
"Einkaufsspiel [Spiel]","UNKNOWN","-1"
"Plitsch-platsch Pinguin [Spiel]","UNKNOWN","-1"
"Schlappe Ritter [Spiel]","UNKNOWN","-1"
"Auf die Äpfel, fertig. los!","Toggolino: Auf die Äpfel, fertig, los!","82224"
"Junior-Labyrinth [Spiel]","UNKNOWN","-1"
"Wahrheit oder Lüge [Spiel]","UNKNOWN","-1"
"Hoppel Poppel","Hoppel Poppel","11208"
"Tick - Tack ... Bumm!","Tick Tack Bumm Kartenspiel","91995"
"Take it easy","Take It Easy","122939"
"Monopoly","Monopoly","1406"
"Auf Zack","Auf Zack","416"
"Schlaufuchs und Stachelhaut","Schlaufuchs und Stachelhaut","34564"
"Activity Original [Spiel]","UNKNOWN","-1"
"Mitternachtsparty [Spiel]","UNKNOWN","-1"
"Das verrückte Labyrinth [Spiel]","UNKNOWN","-1"
"Mensch ärgere dich nicht","Flipper Mensch ärgere Dich nicht","2136"
"","UNKNOWN","-1"
"Der kleine Löwe spielt mit seinen Freunden","UNKNOWN","-1"
"Der kleine Löwe spielt mit seinen Freunden","UNKNOWN","-1"
"","UNKNOWN","-1"
"Glupschgeister","Glupschgeister","191681"
"Cool am Pool","Cool am Pool","192268"
"Dream Islands","Dream Islands","191070"
"Sheriff of Nottingham","Sheriff of Nottingham","157969"
"Wissen & Quizzen - Faszinirende Pferde","UNKNOWN","-1"
"Kolejka","Kolejka","85325"
"Black stories","Black Stories","18803"
"Verschätzt noch mal","Verschätzt noch mal!","139563"
"True Stories 2","True Stories 2","200707"
"Top & Flop","Top & Flop","123239"
"Bellz Box","UNKNOWN","-1"
"Elefun","Elefun","7320"
"Chrono Bomb","Chrono Bomb","221609"
"Abra Palabra","Abra Palabra","153511"
"Das Grimoire des Wahnsinns","Das Grimoire des Wahnsinns","171233"
"Word Slam","Word Slam","35028"
"Jorvik","Jórvík","193739"
"Geoprimo [Spiel]","UNKNOWN","-1"
"Privacy [Spiel]","UNKNOWN","-1"
"Domino [Spiel]","UNKNOWN","-1"
"Die Sprache des Manitu","Die Sprache des Manitu","28755"
"Deutschland Quiz","Das Deutschland Quiz","124242"
"1-2-3 Stapelei","Die kleine Raupe Nimmersatt: 1 • 2 • 3 Stapelei","187669"
"Angriff der Klonkrieger","Star Wars: Angriff der Klonkrieger","127438"
"Kurzschluss","Kurzschluss","170927"
"Happy Birthday","Happy Birthday","113246"
"Anno Domini","Anno Domini","3485"
"Weißt du noch ...?","UNKNOWN","-1"
"Zauberwald","Zauberwald","11800"
"Flinke Stinker","Flinke Stinker","66799"
"[Spiel mit Ereigniskarten]","UNKNOWN","-1"
"Mach dich fit und clever","Mauseschlau & Bärenstark: Mach dich fit und clever","75729"
"MauseSause","MauseSause","65595"
"Tiptoi-Stift","UNKNOWN","-1"
"Wortissimo","Wortissimo","102601"
"","UNKNOWN","-1"
"Planet der Sinne","Planet der Sinne","34884"
"Parker 45086100 - Risiko Deluxe","UNKNOWN","-1"
"Die Welt der Bücher","UNKNOWN","-1"
"Grüffelo Plüschtier - Maus - (groß ca. 35 cm)","UNKNOWN","-1"
"Black stories - Christmas Edition","Black Stories Christmas Edition 2","151776"
"Black stories - funny death edition","Black Stories Funny Death Edition","96345"
"Auf Zack","Auf Zack","416"
"Grüffelo Plüschtier - Grüffelo - (groß- ca. 35 cm)","UNKNOWN","-1"
"Word on the street - das rasante Wortduell","UNKNOWN","-1"
"Nürnberger Spielkarten 4015 - QWIXX","UNKNOWN","-1"
"Allgemeinwissen für kinder","UNKNOWN","-1"
"Die Siedler von Catan [Spiel]","Die Siedler von Catan: Das Mini-Spiel","137594"
"Tempo, kleine Schnecke!","Tempo, kleine Schnecke!","2767"
"Wettbewerb der Tiere","3 mit Kopf & Pfote: Wettbewerb der Tiere","111079"
"City-Memo","City-Memo","7688"
"Black Fleet","Black Fleet","157403"
"Greenrock Village - Tatort: Schrebergarten","UNKNOWN","-1"
"Guild Hall","Infinite City: Guild Hall and Salvage Yard","64805"
"Halli Galli junior","Halli Galli Junior","20832"
"Monster Pups","Monster-Pups","220256"
"Der mysteriöse Wald","Der Mysteriöse Wald","204592"
"Make 'n' Break Architect","Make 'n' Break Architect","193136"
"Caramba","Caramba","3770"
"Scotland Yard junior","Scotland Yard Junior","171665"
"Verfühlt nochmal","Verfühlt nochmal!","35901"
"Hallo Kuh, in welchem Haus wohnst du?","UNKNOWN","-1"
"Flotti Karotti","Flotti Karotti","207888"
"Prima Ballerina","Prima Ballerina","168168"
"Jan & Henry - Das Geräuschespiel","Jan & Henry: Das Geräuschespiel","191897"
"Mino & Tauri","Mino & Tauri","205766"
"Wär ich doch ein Hahn im Korb","UNKNOWN","-1"
"Crocofant","Crocofant","217135"
"Haste Worte","Haste Worte?","3119"
"Die Lese-Ratte","UNKNOWN","-1"
"Sprachmemo Deutsch-Koffer mit 6 Spielen","UNKNOWN","-1"
"Filly Witchy - Hexentanz in Zimsala","Filly Witchy: Hexentanz in Zimsala","143493"
